row_id,label,split
CR1156,mango,train
CR1157,mango,test
CR1158,mango,train
CR1159,mango,test
CR1160,mango,train
CR1161,mango,train
CR1162,mango,train
CR1163,mango,train
CR1164,mango,train
CR1165,mango,validation
CR1166,mango,train
CR1167,mango,test
CR1168,mango,validation
CR1169,mango,train
CR1170,mango,train
CR1171,mango,train
CR1172,mango,test
CR1173,mango,test
CR1174,mango,test
CR1175,mango,train
CR1176,mango,train
CR1177,mango,train
CR1178,mango,train
CR1179,mango,train
CR1180,mango,train
CR1181,mango,test
CR1182,mango,validation
CR1183,mango,test
CR1184,mango,train
CR1185,mango,validation
CR1186,mango,train
CR1187,mango,test
CR1188,mango,test
CR1189,mango,test
CR1190,mango,train
CR1191,mango,test
CR1192,mango,validation
CR1193,mango,test
CR1194,mango,train
CR1195,mango,test
CR1196,mango,train
CR1197,mango,train
CR1198,mango,train
CR1199,mango,validation
CR1200,mango,train
CR1201,grapes,validation
CR1202,grapes,train
CR1203,grapes,test
CR1204,grapes,test
CR1205,grapes,test
CR1206,grapes,test
CR1207,grapes,train
CR1208,grapes,validation
CR1209,grapes,train
CR1210,grapes,train
CR1211,grapes,test
CR1212,grapes,train
CR1213,grapes,train
CR1214,grapes,train
CR1215,grapes,train
CR1216,grapes,train
CR1217,grapes,validation
CR1218,grapes,test
CR1219,grapes,train
CR1220,grapes,train
CR1221,grapes,validation
CR1222,grapes,train
CR1223,grapes,test
CR1224,grapes,train
CR1225,grapes,train
CR1226,grapes,validation
CR1227,grapes,test
CR1228,grapes,test
CR1229,grapes,train
CR1230,grapes,train
CR1231,grapes,validation
CR1232,grapes,test
CR1233,grapes,validation
CR1234,grapes,test
CR1235,grapes,train
CR1236,grapes,train
CR1237,grapes,test
CR1238,grapes,train
CR1239,grapes,train
CR1240,grapes,train
CR1241,grapes,train
CR1242,grapes,train
CR1243,grapes,train
CR1244,grapes,train
CR1245,grapes,test
CR1246,grapes,train
CR1247,grapes,train
CR1248,grapes,train
CR1249,grapes,validation
CR1250,grapes,train
CR1251,grapes,validation
CR1252,grapes,train
CR1253,grapes,test
CR1254,grapes,train
CR1255,grapes,validation
CR1256,grapes,train
CR1257,grapes,train
CR1258,grapes,train
CR1259,grapes,validation
CR1260,grapes,train
CR1261,grapes,train
CR1262,grapes,validation
CR1263,grapes,test
CR1264,grapes,train
CR1265,grapes,test
CR1266,grapes,train
CR1267,grapes,train
CR1268,grapes,train
CR1269,grapes,validation
CR1270,grapes,train
CR1271,grapes,train
CR1272,grapes,train
CR1273,grapes,train
CR1274,grapes,train
CR1275,grapes,train
CR1276,grapes,test
CR1277,grapes,validation
CR1278,grapes,train
CR1279,grapes,train
CR1280,grapes,train
CR1281,grapes,train
CR1282,grapes,train
CR1283,grapes,validation
CR1284,grapes,train
CR1285,grapes,test
CR1286,grapes,validation
CR1287,grapes,train
CR1288,grapes,train
CR1289,grapes,test
CR1290,grapes,train
CR1291,grapes,train
CR1292,grapes,train
CR1293,grapes,train
CR1294,grapes,train
CR1295,grapes,validation
CR1296,grapes,validation
CR1297,grapes,train
CR1298,grapes,test
CR1299,grapes,validation
CR1300,grapes,validation
CR1301,watermelon,train
CR1302,watermelon,train
CR1303,watermelon,train
CR1304,watermelon,train
CR1305,watermelon,test
CR1306,watermelon,train
CR1307,watermelon,train
CR1308,watermelon,validation
CR1309,watermelon,train
CR1310,watermelon,train
CR1311,watermelon,train
CR1312,watermelon,test
CR1313,watermelon,test
CR1314,watermelon,train
CR1315,watermelon,test
CR1316,watermelon,validation
CR1317,watermelon,train
CR1318,watermelon,train
CR1319,watermelon,validation
CR1320,watermelon,train
CR1321,watermelon,test
CR1322,watermelon,train
CR1323,watermelon,test
CR1324,watermelon,train
CR1325,watermelon,validation
CR1326,watermelon,train
CR1327,watermelon,validation
CR1328,watermelon,validation
CR1329,watermelon,test
CR1330,watermelon,test
CR1331,watermelon,train
CR1332,watermelon,train
CR1333,watermelon,train
CR1334,watermelon,test
CR1335,watermelon,validation
CR1336,watermelon,validation
CR1337,watermelon,test
CR1338,watermelon,train
CR1339,watermelon,train
CR1340,watermelon,train
CR1341,watermelon,train
CR1342,watermelon,validation
CR1343,watermelon,test
CR1344,watermelon,test
CR1345,watermelon,train
CR1346,watermelon,validation
CR1347,watermelon,validation
CR1348,watermelon,test
CR1349,watermelon,train
CR1350,watermelon,train
CR1351,watermelon,validation
CR1352,watermelon,test
CR1353,watermelon,train
CR1354,watermelon,train
CR1355,watermelon,train
CR1356,watermelon,train
CR1357,watermelon,train
CR1358,watermelon,train
CR1359,watermelon,train
CR1360,watermelon,train
CR1361,watermelon,train
CR1362,watermelon,train
CR1363,watermelon,train
CR1364,watermelon,train
CR1365,watermelon,train
CR1366,watermelon,train
CR1367,watermelon,train
CR1368,watermelon,test
CR1369,watermelon,train
CR1370,watermelon,validation
CR1371,watermelon,train
CR1372,watermelon,train
CR1373,watermelon,train
CR1374,watermelon,train
CR1375,watermelon,validation
CR1376,watermelon,validation
CR1377,watermelon,train
CR1378,watermelon,train
CR1379,watermelon,validation
CR1380,watermelon,test
CR1381,watermelon,train
CR1382,watermelon,test
CR1383,watermelon,train
CR1384,watermelon,test
CR1385,watermelon,train
CR1386,watermelon,validation
CR1387,watermelon,test
CR1388,watermelon,train
CR1389,watermelon,train
CR1390,watermelon,train
CR1391,watermelon,train
CR1392,watermelon,validation
CR1393,watermelon,validation
CR1394,watermelon,train
CR1395,watermelon,train
CR1396,watermelon,train
CR1397,watermelon,test
CR1398,watermelon,train
CR1399,watermelon,train
CR1400,watermelon,validation
CR1401,muskmelon,train
CR1402,muskmelon,train
CR1403,muskmelon,test
CR1404,muskmelon,test
CR1405,muskmelon,validation
CR1406,muskmelon,validation
CR1407,muskmelon,train
CR1408,muskmelon,train
CR1409,muskmelon,validation
CR1410,muskmelon,train
CR1411,muskmelon,test
CR1412,muskmelon,train
CR1413,muskmelon,test
CR1414,muskmelon,test
CR1415,muskmelon,train
CR1416,muskmelon,train
CR1417,muskmelon,test
CR1418,muskmelon,train
CR1419,muskmelon,train
CR1420,muskmelon,test
CR1421,muskmelon,train
CR1422,muskmelon,train
CR1423,muskmelon,train
CR1424,muskmelon,train
CR1425,muskmelon,validation
CR1426,muskmelon,train
CR1427,muskmelon,train
CR1428,muskmelon,train
CR1429,muskmelon,train
CR1430,muskmelon,train
CR1431,muskmelon,train
CR1432,muskmelon,validation
CR1433,muskmelon,train
CR1434,muskmelon,validation
CR1435,muskmelon,validation
CR1436,muskmelon,train
CR1437,muskmelon,test
CR1438,muskmelon,train
CR1439,muskmelon,train
CR1440,muskmelon,train
CR1441,muskmelon,validation
CR1442,muskmelon,train
CR1443,muskmelon,train
CR1444,muskmelon,train
CR1445,muskmelon,train
CR1446,muskmelon,validation
CR1447,muskmelon,test
CR1448,muskmelon,train
CR1449,muskmelon,test
CR1450,muskmelon,test
CR1451,muskmelon,train
CR1452,muskmelon,test
CR1453,muskmelon,train
CR1454,muskmelon,test
CR1455,muskmelon,train
CR1456,muskmelon,train
CR1457,muskmelon,validation
CR1458,muskmelon,train
CR1459,muskmelon,validation
CR1460,muskmelon,train
CR1461,muskmelon,test
CR1462,muskmelon,validation
CR1463,muskmelon,validation
CR1464,muskmelon,train
CR1465,muskmelon,train
CR1466,muskmelon,train
CR1467,muskmelon,train
CR1468,muskmelon,train
CR1469,muskmelon,train
CR1470,muskmelon,train
CR1471,muskmelon,test
CR1472,muskmelon,test
CR1473,muskmelon,train
CR1474,muskmelon,validation
CR1475,muskmelon,train
CR1476,muskmelon,train
CR1477,muskmelon,test
CR1478,muskmelon,train
CR1479,muskmelon,train
CR1480,muskmelon,validation
CR1481,muskmelon,train
CR1482,muskmelon,test
CR1483,muskmelon,test
CR1484,muskmelon,train
CR1485,muskmelon,train
CR1486,muskmelon,validation
CR1487,muskmelon,train
CR1488,muskmelon,test
CR1489,muskmelon,train
CR1490,muskmelon,train
CR1491,muskmelon,train
CR1492,muskmelon,train
CR1493,muskmelon,train
CR1494,muskmelon,train
CR1495,muskmelon,train
CR1496,muskmelon,validation
CR1497,muskmelon,validation
CR1498,muskmelon,validation
CR1499,muskmelon,train
CR1500,muskmelon,validation
CR1501,apple,train
CR1502,apple,validation
CR1503,apple,test
CR1504,apple,train
CR1505,apple,train
CR1506,apple,train
CR1507,apple,train
CR1508,apple,train
CR1509,apple,train
CR1510,apple,train
CR1511,apple,train
CR1512,apple,train
CR1513,apple,train
CR1514,apple,train
CR1515,apple,validation
CR1516,apple,train
CR1517,apple,train
CR1518,apple,train
CR1519,apple,train
CR1520,apple,train
CR1521,apple,test
CR1522,apple,validation
CR1523,apple,train
CR1524,apple,test
CR1525,apple,train
CR1526,apple,train
CR1527,apple,train
CR1528,apple,train
CR1529,apple,train
CR1530,apple,validation
CR1531,apple,train
CR1532,apple,train
CR1533,apple,test
CR1534,apple,train
CR1535,apple,train
CR1536,apple,train
CR1537,apple,train
CR1538,apple,test
CR1539,apple,train
CR1540,apple,train
CR1541,apple,train
CR1542,apple,test
CR1543,apple,train
CR1544,apple,test
CR1545,apple,train
CR1546,apple,train
CR1547,apple,validation
CR1548,apple,train
CR1549,apple,validation
CR1550,apple,train
CR1551,apple,test
CR1552,apple,validation
CR1553,apple,validation
CR1554,apple,train
CR1555,apple,test
CR1556,apple,train
CR1557,apple,validation
CR1558,apple,validation
CR1559,apple,test
CR1560,apple,validation
CR1561,apple,test
CR1562,apple,test
CR1563,apple,train
CR1564,apple,test
CR1565,apple,train
CR1566,apple,train
CR1567,apple,train
CR1568,apple,validation
CR1569,apple,test
CR1570,apple,train
CR1571,apple,train
CR1572,apple,validation
CR1573,apple,train
CR1574,apple,train
CR1575,apple,test
CR1576,apple,validation
CR1577,apple,train
CR1578,apple,train
CR1579,apple,train
CR1580,apple,test
CR1581,apple,train
CR1582,apple,train
CR1583,apple,validation
CR1584,apple,train
CR1585,apple,test
CR1586,apple,train
CR1587,apple,validation
CR1588,apple,validation
CR1589,apple,train
CR1590,apple,train
CR1591,apple,train
CR1592,apple,test
CR1593,apple,validation
CR1594,apple,train
CR1595,apple,test
CR1596,apple,train
CR1597,apple,train
CR1598,apple,validation
CR1599,apple,test
CR1600,apple,validation
CR1601,orange,train
CR1602,orange,validation
CR1603,orange,train
CR1604,orange,train
CR1605,orange,train
CR1606,orange,train
CR1607,orange,train
CR1608,orange,train
CR1609,orange,train
CR1610,orange,validation
CR1611,orange,train
CR1612,orange,test
CR1613,orange,test
CR1614,orange,train
CR1615,orange,train
CR1616,orange,train
CR1617,orange,validation
CR1618,orange,train
CR1619,orange,train
CR1620,orange,test
CR1621,orange,train
CR1622,orange,validation
CR1623,orange,validation
CR1624,orange,train
CR1625,orange,train
CR1626,orange,train
CR1627,orange,test
CR1628,orange,test
CR1629,orange,train
CR1630,orange,test
CR1631,orange,test
CR1632,orange,validation
CR1633,orange,train
CR1634,orange,train
CR1635,orange,test
CR1636,orange,train
CR1637,orange,test
CR1638,orange,train
CR1639,orange,test
CR1640,orange,train
CR1641,orange,train
CR1642,orange,test
CR1643,orange,train
CR1644,orange,train
CR1645,orange,validation
CR1646,orange,validation
CR1647,orange,train
CR1648,orange,train
CR1649,orange,train
CR1650,orange,train
CR1651,orange,train
CR1652,orange,train
CR1653,orange,test
CR1654,orange,train
CR1655,orange,train
CR1656,orange,train
CR1657,orange,train
CR1658,orange,validation
CR1659,orange,train
CR1660,orange,test
CR1661,orange,train
CR1662,orange,train
CR1663,orange,test
CR1664,orange,validation
CR1665,orange,validation
CR1666,orange,test
CR1667,orange,train
CR1668,orange,validation
CR1669,orange,train
CR1670,orange,validation
CR1671,orange,validation
CR1672,orange,train
CR1673,orange,train
CR1674,orange,train
CR1675,orange,train
CR1676,orange,train
CR1677,orange,validation
CR1678,orange,validation
CR1679,orange,test
CR1680,orange,train
CR1681,orange,train
CR1682,orange,validation
CR1683,orange,train
CR1684,orange,train
CR1685,orange,test
CR1686,orange,test
CR1687,orange,validation
CR1688,orange,train
CR1689,orange,train
CR1690,orange,train
CR1691,orange,test
CR1692,orange,test
CR1693,orange,train
CR1694,orange,train
CR1695,orange,validation
CR1696,orange,train
CR1697,orange,train
CR1698,orange,validation
CR1699,orange,train
CR1700,orange,train
CR1701,papaya,train
CR1702,papaya,train
CR1703,papaya,test
CR1704,papaya,train
CR1705,papaya,train
CR1706,papaya,train
CR1707,papaya,train
CR1708,papaya,test
CR1709,papaya,train
CR1710,papaya,train
CR1711,papaya,train
CR1712,papaya,test
CR1713,papaya,train
CR1714,papaya,train
CR1715,papaya,validation
CR1716,papaya,train
CR1717,papaya,validation
CR1718,papaya,test
CR1719,papaya,train
CR1720,papaya,test
CR1721,papaya,train
CR1722,papaya,train
CR1723,papaya,train
CR1724,papaya,test
CR1725,papaya,validation
CR1726,papaya,train
CR1727,papaya,test
CR1728,papaya,train
CR1729,papaya,train
CR1730,papaya,train
CR1731,papaya,train
CR1732,papaya,train
CR1733,papaya,train
CR1734,papaya,test
CR1735,papaya,test
CR1736,papaya,test
CR1737,papaya,train
CR1738,papaya,validation
CR1739,papaya,train
CR1740,papaya,train
CR1741,papaya,train
CR1742,papaya,train
CR1743,papaya,train
CR1744,papaya,validation
CR1745,papaya,train
CR1746,papaya,test
CR1747,papaya,train
CR1748,papaya,train
CR1749,papaya,train
CR1750,papaya,validation
CR1751,papaya,train
CR1752,papaya,train
CR1753,papaya,validation
CR1754,papaya,train
CR1755,papaya,train
CR1756,papaya,train
CR1757,papaya,train
CR1758,papaya,train
CR1759,papaya,train
CR1760,papaya,test
CR1761,papaya,validation
CR1762,papaya,validation
CR1763,papaya,train
CR1764,papaya,test
CR1765,papaya,train
CR1766,papaya,train
CR1767,papaya,train
CR1768,papaya,train
CR1769,papaya,validation
CR1770,papaya,train
CR1771,papaya,validation
CR1772,papaya,test
CR1773,papaya,train
CR1774,papaya,validation
CR1775,papaya,train
CR1776,papaya,validation
CR1777,papaya,train
CR1778,papaya,train
CR1779,papaya,validation
CR1780,papaya,test
CR1781,papaya,validation
CR1782,papaya,train
CR1783,papaya,validation
CR1784,papaya,test
CR1785,papaya,validation
CR1786,papaya,validation
CR1787,papaya,train
CR1788,papaya,test
CR1789,papaya,train
CR1790,papaya,test
CR1791,papaya,train
CR1792,papaya,train
CR1793,papaya,test
CR1794,papaya,test
CR1795,papaya,validation
CR1796,papaya,train
CR1797,papaya,train
CR1798,papaya,train
CR1799,papaya,validation
CR1800,papaya,train
CR1801,coconut,test
CR1802,coconut,train
CR1803,coconut,train
CR1804,coconut,train
CR1805,coconut,validation
CR1806,coconut,test
CR1807,coconut,train
CR1808,coconut,validation
CR1809,coconut,validation
CR1810,coconut,train
CR1811,coconut,train
CR1812,coconut,test
CR1813,coconut,validation
CR1814,coconut,train
CR1815,coconut,train
CR1816,coconut,validation
CR1817,coconut,validation
CR1818,coconut,train
CR1819,coconut,validation
CR1820,coconut,train
CR1821,coconut,train
CR1822,coconut,test
CR1823,coconut,validation
CR1824,coconut,train
CR1825,coconut,train
CR1826,coconut,test
CR1827,coconut,train
CR1828,coconut,train
CR1829,coconut,train
CR1830,coconut,validation
CR1831,coconut,train
CR1832,coconut,train
CR1833,coconut,train
CR1834,coconut,test
CR1835,coconut,train
CR1836,coconut,train
CR1837,coconut,test
CR1838,coconut,train
CR1839,coconut,train
CR1840,coconut,test
CR1841,coconut,train
CR1842,coconut,train
CR1843,coconut,train
CR1844,coconut,train
CR1845,coconut,train
CR1846,coconut,train
CR1847,coconut,test
CR1848,coconut,test
CR1849,coconut,train
CR1850,coconut,train
CR1851,coconut,validation
CR1852,coconut,test
CR1853,coconut,validation
CR1854,coconut,train
CR1855,coconut,test
CR1856,coconut,train
CR1857,coconut,train
CR1858,coconut,validation
CR1859,coconut,train
CR1860,coconut,test
CR1861,coconut,validation
CR1862,coconut,validation
CR1863,coconut,test
CR1864,coconut,validation
CR1865,coconut,train
CR1866,coconut,test
CR1867,coconut,train
CR1868,coconut,validation
CR1869,coconut,train
CR1870,coconut,validation
CR1871,coconut,train
CR1872,coconut,train
CR1873,coconut,train
CR1874,coconut,test
CR1875,coconut,train
CR1876,coconut,test
CR1877,coconut,train
CR1878,coconut,train
CR1879,coconut,train
CR1880,coconut,train
CR1881,coconut,train
CR1882,coconut,test
CR1883,coconut,train
CR1884,coconut,validation
CR1885,coconut,train
CR1886,coconut,test
CR1887,coconut,train
CR1888,coconut,train
CR1889,coconut,validation
CR1890,coconut,train
CR1891,coconut,train
CR1892,coconut,validation
CR1893,coconut,train
CR1894,coconut,test
CR1895,coconut,train
CR1896,coconut,train
CR1897,coconut,train
CR1898,coconut,train
CR1899,coconut,train
CR1900,coconut,train
CR1901,cotton,validation
CR1902,cotton,train
CR1903,cotton,test
CR1904,cotton,test
CR1905,cotton,train
CR1906,cotton,validation
CR1907,cotton,train
CR1908,cotton,train
CR1909,cotton,train
CR1910,cotton,train
CR1911,cotton,train
CR1912,cotton,train
CR1913,cotton,validation
CR1914,cotton,train
CR1915,cotton,train
CR1916,cotton,train
CR1917,cotton,validation
CR1918,cotton,train
CR1919,cotton,test
CR1920,cotton,validation
CR1921,cotton,train
CR1922,cotton,train
CR1923,cotton,train
CR1924,cotton,train
CR1925,cotton,validation
CR1926,cotton,train
CR1927,cotton,train
CR1928,cotton,train
CR1929,cotton,train
CR1930,cotton,train
CR1931,cotton,test
CR1932,cotton,validation
CR1933,cotton,validation
CR1934,cotton,train
CR1935,cotton,train
CR1936,cotton,test
CR1937,cotton,train
CR1938,cotton,test
CR1939,cotton,validation
CR1940,cotton,train
CR1941,cotton,train
CR1942,cotton,train
CR1943,cotton,train
CR1944,cotton,validation
CR1945,cotton,test
CR1946,cotton,train
CR1947,cotton,test
CR1948,cotton,train
CR1949,cotton,train
CR1950,cotton,train
CR1951,cotton,train
CR1952,cotton,train
CR1953,cotton,train
CR1954,cotton,test
CR1955,cotton,train
CR1956,cotton,test
CR1957,cotton,train
CR1958,cotton,validation
CR1959,cotton,train
CR1960,cotton,train
CR1961,cotton,validation
CR1962,cotton,test
CR1963,cotton,validation
CR1964,cotton,train
CR1965,cotton,validation
CR1966,cotton,train
CR1967,cotton,test
CR1968,cotton,train
CR1969,cotton,train
CR1970,cotton,validation
CR1971,cotton,test
CR1972,cotton,test
CR1973,cotton,train
CR1974,cotton,test
CR1975,cotton,train
CR1976,cotton,train
CR1977,cotton,train
CR1978,cotton,test
CR1979,cotton,train
CR1980,cotton,train
CR1981,cotton,test
CR1982,cotton,train
CR1983,cotton,validation
CR1984,cotton,train
CR1985,cotton,validation
CR1986,cotton,test
CR1987,cotton,train
CR1988,cotton,test
CR1989,cotton,validation
CR1990,cotton,validation
CR1991,cotton,test
CR1992,cotton,train
CR1993,cotton,train
CR1994,cotton,train
CR1995,cotton,train
CR1996,cotton,validation
CR1997,cotton,train
CR1998,cotton,train
CR1999,cotton,train
CR2000,cotton,train
CR2001,jute,test
CR2002,jute,train
CR2003,jute,train
CR2004,jute,validation
CR2005,jute,validation
CR2006,jute,train
CR2007,jute,train
CR2008,jute,validation
CR2009,jute,test
CR2010,jute,train
CR2011,jute,train
CR2012,jute,validation
CR2013,jute,train
CR2014,jute,train
CR2015,jute,train
CR2016,jute,validation
CR2017,jute,train
CR2018,jute,train
CR2019,jute,test
CR2020,jute,train
CR2021,jute,test
CR2022,jute,test
CR2023,jute,test
CR2024,jute,train
CR2025,jute,validation
CR2026,jute,test
CR2027,jute,validation
CR2028,jute,train
CR2029,jute,train
CR2030,jute,train
CR2031,jute,train
CR2032,jute,validation
CR2033,jute,train
CR2034,jute,validation
CR2035,jute,train
CR2036,jute,train
CR2037,jute,train
CR2038,jute,train
CR2039,jute,train
CR2040,jute,train
CR2041,jute,train
CR2042,jute,validation
CR2043,jute,test
CR2044,jute,train
CR2045,jute,validation
CR2046,jute,validation
CR2047,jute,test
CR2048,jute,train
CR2049,jute,validation
CR2050,jute,test
CR2051,jute,test
CR2052,jute,train
CR2053,jute,train
CR2054,jute,train
CR2055,jute,validation
CR2056,jute,test
CR2057,jute,test
CR2058,jute,train
CR2059,jute,train
CR2060,jute,train
CR2061,jute,validation
CR2062,jute,train
CR2063,jute,train
CR2064,jute,train
CR2065,jute,train
CR2066,jute,train
CR2067,jute,validation
CR2068,jute,train
CR2069,jute,train
CR2070,jute,validation
CR2071,jute,train
CR2072,jute,train
CR2073,jute,train
CR2074,jute,train
CR2075,jute,validation
CR2076,jute,train
CR2077,jute,train
CR2078,jute,test
CR2079,jute,test
CR2080,jute,test
CR2081,jute,train
CR2082,jute,test
CR2083,jute,train
CR2084,jute,train
CR2085,jute,test
CR2086,jute,train
CR2087,jute,test
CR2088,jute,train
CR2089,jute,train
CR2090,jute,train
CR2091,jute,validation
CR2092,jute,train
CR2093,jute,train
CR2094,jute,train
CR2095,jute,validation
CR2096,jute,train
CR2097,jute,train
CR2098,jute,train
CR2099,jute,test
CR2100,jute,train
CR2101,coffee,train
CR2102,coffee,validation
CR2103,coffee,train
CR2104,coffee,train
CR2105,coffee,train
CR2106,coffee,train
CR2107,coffee,test
CR2108,coffee,test
CR2109,coffee,train
CR2110,coffee,test
CR2111,coffee,train
CR2112,coffee,validation
CR2113,coffee,validation
CR2114,coffee,train
CR2115,coffee,train
CR2116,coffee,train
CR2117,coffee,test
CR2118,coffee,train
CR2119,coffee,train
CR2120,coffee,validation
CR2121,coffee,validation
CR2122,coffee,train
CR2123,coffee,validation
CR2124,coffee,validation
CR2125,coffee,train
CR2126,coffee,test
CR2127,coffee,train
CR2128,coffee,train
CR2129,coffee,validation
CR2130,coffee,validation
CR2131,coffee,train
CR2132,coffee,train
CR2133,coffee,train
CR2134,coffee,test
CR2135,coffee,test
CR2136,coffee,test
CR2137,coffee,test
CR2138,coffee,train
CR2139,coffee,train
CR2140,coffee,train
CR2141,coffee,train
CR2142,coffee,train
CR2143,coffee,train
CR2144,coffee,train
CR2145,coffee,train
CR2146,coffee,test
CR2147,coffee,train
CR2148,coffee,test
CR2149,coffee,validation
CR2150,coffee,train
CR2151,coffee,train
CR2152,coffee,train
CR2153,coffee,train
CR2154,coffee,train
CR2155,coffee,test
CR2156,coffee,train
CR2157,coffee,train
CR2158,coffee,validation
CR2159,coffee,train
CR2160,coffee,train
CR2161,coffee,train
CR2162,coffee,validation
CR2163,coffee,train
CR2164,coffee,validation
CR2165,coffee,train
CR2166,coffee,train
CR2167,coffee,train
CR2168,coffee,validation
CR2169,coffee,train
CR2170,coffee,train
CR2171,coffee,train
CR2172,coffee,test
CR2173,coffee,test
CR2174,coffee,validation
CR2175,coffee,validation
CR2176,coffee,test
CR2177,coffee,train
CR2178,coffee,validation
CR2179,coffee,test
CR2180,coffee,train
CR2181,coffee,validation
CR2182,coffee,train
CR2183,coffee,test
CR2184,coffee,train
CR2185,coffee,train
CR2186,coffee,train
CR2187,coffee,test
CR2188,coffee,train
CR2189,coffee,train
CR2190,coffee,test
CR2191,coffee,train
CR2192,coffee,train
CR2193,coffee,train
CR2194,coffee,validation
CR2195,coffee,test
CR2196,coffee,train
CR2197,coffee,train
CR2198,coffee,train
CR2199,coffee,train
CR2200,coffee,validation
