row_id,state,district,season,year,split
R00503,Odisha,Cuttack,Rabi,2015,train
R00504,Odisha,Cuttack,Rabi,2016,train
R00505,Odisha,Cuttack,Rabi,2017,train
R00506,Odisha,Cuttack,Rabi,2018,train
R00507,Odisha,Cuttack,Rabi,2019,validation
R00508,Odisha,Cuttack,Rabi,2020,validation
R00509,Odisha,Cuttack,Rabi,2021,test
R00510,Odisha,Cuttack,Rabi,2022,test
R00511,Odisha,Puri,Kharif,2008,train
R00512,Odisha,Puri,Kharif,2009,train
R00513,Odisha,Puri,Kharif,2010,train
R00514,Odisha,Puri,Kharif,2011,train
R00515,Odisha,Puri,Kharif,2012,train
R00516,Odisha,Puri,Kharif,2013,train
R00517,Odisha,Puri,Kharif,2014,train
R00518,Odisha,Puri,Kharif,2015,train
R00519,Odisha,Puri,Kharif,2016,train
R00520,Odisha,Puri,Kharif,2017,train
R00521,Odisha,Puri,Kharif,2018,train
R00522,Odisha,Puri,Kharif,2019,validation
R00523,Odisha,Puri,Kharif,2020,validation
R00524,Odisha,Puri,Kharif,2021,test
R00525,Odisha,Puri,Kharif,2022,test
R00526,Odisha,Puri,Rabi,2008,train
R00527,Odisha,Puri,Rabi,2009,train
R00528,Odisha,Puri,Rabi,2010,train
R00529,Odisha,Puri,Rabi,2011,train
R00530,Odisha,Puri,Rabi,2012,train
R00531,Odisha,Puri,Rabi,2013,train
R00532,Odisha,Puri,Rabi,2014,train
R00533,Odisha,Puri,Rabi,2015,train
R00534,Odisha,Puri,Rabi,2016,train
R00535,Odisha,Puri,Rabi,2017,train
R00536,Odisha,Puri,Rabi,2018,train
R00537,Odisha,Puri,Rabi,2019,validation
R00538,Odisha,Puri,Rabi,2020,validation
R00539,Odisha,Puri,Rabi,2021,test
R00540,Odisha,Puri,Rabi,2022,test
R00541,Odisha,Balasore,Kharif,2008,train
R00542,Odisha,Balasore,Kharif,2009,train
R00543,Odisha,Balasore,Kharif,2010,train
R00544,Odisha,Balasore,Kharif,2011,train
R00545,Odisha,Balasore,Kharif,2012,train
R00546,Odisha,Balasore,Kharif,2013,train
R00547,Odisha,Balasore,Kharif,2014,train
R00548,Odisha,Balasore,Kharif,2015,train
R00549,Odisha,Balasore,Kharif,2016,train
R00550,Odisha,Balasore,Kharif,2017,train
R00551,Odisha,Balasore,Kharif,2018,train
R00552,Odisha,Balasore,Kharif,2019,validation
R00553,Odisha,Balasore,Kharif,2020,validation
R00554,Odisha,Balasore,Kharif,2021,test
R00555,Odisha,Balasore,Kharif,2022,test
R00556,Odisha,Balasore,Rabi,2008,train
R00557,Odisha,Balasore,Rabi,2009,train
R00558,Odisha,Balasore,Rabi,2010,train
R00559,Odisha,Balasore,Rabi,2011,train
R00560,Odisha,Balasore,Rabi,2012,train
R00561,Odisha,Balasore,Rabi,2013,train
R00562,Odisha,Balasore,Rabi,2014,train
R00563,Odisha,Balasore,Rabi,2015,train
R00564,Odisha,Balasore,Rabi,2016,train
R00565,Odisha,Balasore,Rabi,2017,train
R00566,Odisha,Balasore,Rabi,2018,train
R00567,Odisha,Balasore,Rabi,2019,validation
R00568,Odisha,Balasore,Rabi,2020,validation
R00569,Odisha,Balasore,Rabi,2021,test
R00570,Odisha,Balasore,Rabi,2022,test
R00571,Odisha,Ganjam,Kharif,2008,train
R00572,Odisha,Ganjam,Kharif,2009,train
R00573,Odisha,Ganjam,Kharif,2010,train
R00574,Odisha,Ganjam,Kharif,2011,train
R00575,Odisha,Ganjam,Kharif,2012,train
R00576,Odisha,Ganjam,Kharif,2013,train
R00577,Odisha,Ganjam,Kharif,2014,train
R00578,Odisha,Ganjam,Kharif,2015,train
R00579,Odisha,Ganjam,Kharif,2016,train
R00580,Odisha,Ganjam,Kharif,2017,train
R00581,Odisha,Ganjam,Kharif,2018,train
R00582,Odisha,Ganjam,Kharif,2019,validation
R00583,Odisha,Ganjam,Kharif,2020,validation
R00584,Odisha,Ganjam,Kharif,2021,test
R00585,Odisha,Ganjam,Kharif,2022,test
R00586,Odisha,Ganjam,Rabi,2008,train
R00587,Odisha,Ganjam,Rabi,2009,train
R00588,Odisha,Ganjam,Rabi,2010,train
R00589,Odisha,Ganjam,Rabi,2011,train
R00590,Odisha,Ganjam,Rabi,2012,train
R00591,Odisha,Ganjam,Rabi,2013,train
R00592,Odisha,Ganjam,Rabi,2014,train
R00593,Odisha,Ganjam,Rabi,2015,train
R00594,Odisha,Ganjam,Rabi,2016,train
R00595,Odisha,Ganjam,Rabi,2017,train
R00596,Odisha,Ganjam,Rabi,2018,train
R00597,Odisha,Ganjam,Rabi,2019,validation
R00598,Odisha,Ganjam,Rabi,2020,validation
R00599,Odisha,Ganjam,Rabi,2021,test
R00600,Odisha,Ganjam,Rabi,2022,test
